kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SETIA ALAM	3607	631	2409	526	41	18	23	638	11	2409	549	632	4	1		2409	561
2	MONTEREZ	3423	2598	455	309	61	26	35	2614	10	455	344	2603	8	1	1	455	355
3	SHAH ALAM S 9	4213	3600	340	172	101	77	24	3621	56	340	196	3617	11	9	2	340	234
4	SHAH ALAM S 8	4913	4281	325	249	58	32	26	4293	20	325	275	4283	11		1	325	293
5	SHAH ALAM S 1 & S 7/23-7/76	2566	2282	173	80	31	19	12	2295	6	173	92	2286	1	3	1	173	102
6	SHAH ALAM S 6	2604	2234	156	177	37	19	18	2243	10	156	195	2236	4			156	208
7	SHAH ALAM S 3	1181	1021	59	73	28	6	22	1024	3	59	95	1023		1		59	98
8	SHAH ALAM S 2	1992	1717	119	128	28	5	23	1719	3	119	151	1718				119	155
9	SHAH ALAM S 4 & S 5	2258	1956	150	126	26	6	20	1957	5	150	146	1958	1			150	149
10	SHAH ALAM S 10	1421	1202	119	93	7	1	6	1202	1	119	99	1202				119	100
11	SHAH ALAM S 11, S12 & S 14	4157	3556	308	199	94	75	19	3572	59	308	218	3563	24	6	1	308	255
12	SHAH ALAM S 15 & S 16	1751	1226	151	349	25	18	7	1234	10	151	356	1226	6		1	151	367
13	MUTIARA BUKIT RAJA	846	89	273	482	2		2	89		273	484	89				273	484
14	PANGSAPURI S7	4561	3487	173	836	65	44	21	3520	11	173	857	3490	5	1	2	173	890
15	BUKIT JELUTONG U8	4023	2518	1206	223	76	33	43	2531	20	1206	266	2525	6	3		1206	283
16	SHAH ALAM S 13	2363	1832	383	98	50	20	30	1847	5	383	128	1839	2			383	139
17	APARTMENT S16	2809	2151	189	449	20	13	7	2156	8	189	456	2152	2	1		189	465
18	BUKIT BANDARAYA	524	436	23	23	42	41	1	474	3	23	24	437				23	64
19	BUKIT SUBANG	1716	1260	142	280	34	16	18	1272	4	142	298	1261	2	2		142	309
20	SHAH ALAM S 7/1-7/22	1354	1151	99	96	8	3	5	1152	2	99	101	1151	1			99	103
