kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BLOK B TMN SRI PETALING	51		46	5	0					46	5					46	5
2	BANDAR BARU SRI PETALING	3535	283	3135	101	16	6	10	285	4	3135	111	283	1			3135	116
3	KG. SRI PETALING	38	2	36		0			2		36		2				36	
4	JLN RADIN 4 SRI PETALING	151	13	134	3	1		1	13		134	4	13				134	4
5	JLN RADIN ANUM 1	118	5	104	7	2	2		7		104	7	5				104	9
6	JLN RADIN TENGAH	38		35	1	2	1	1		1	35	2					35	3
7	JLN RADIN 2 SRI PETALING	202	27	175		0			27		175		27				175	
8	JLN RADIN 3 SRI PETALING	24	4	15	5	0			4		15	5	4				15	5
9	JLN RADIN 1 SRI PETALING	91	3	87	1	0			3		87	1	3				87	1
10	JLN RADIN ANUM 2	44	2	40		2	2		4		40		2				40	2
11	R/PANGSA TMN SRI ENDAH JLN 3/149B	369	4	357	3	5	2	3	5	1	357	6	4				357	8
12	R/PANGSA TMN SRI ENDAH JLN 5/149B	611	116	445	37	13	5	8	120	1	445	45	116		1		445	49
13	ENDAH VILLA APPT.	264	19	234	8	3		3	19		234	11	19				234	11
14	ZONE M BANDAR BARU SRI PETALING	364	55	300	7	2	1	1	55	1	300	8	55				300	9
15	JALAN SRI PETALING 3	141	7	131	2	1	1		7	1	131	2	7		1		131	2
701	POLIS	3	1	2		0			1		2		1				2	
