kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PANSUN	2139	1730	4	10	395	257	138	1824	163	4	148	1730		1	1	4	403
2	LUI	2100	1674	5	2	419	310	109	1789	195	5	111	1674	4			5	417
3	KAMPUNG JAWA	739	681	37	2	19		19	681		37	21	681				37	21
4	PEKAN LUI	1318	1007	270	10	31	3	28	1002	8	270	38	1007		1		270	40
5	SUNGAI TEKALI	1212	933	216	43	20	1	19	922	12	216	62	933			1	216	62
6	DUSUN TUA	2999	2884	12	8	95	9	86	2889	4	12	94	2886	2			12	99
7	BATU 14 HULU LANGAT	2543	2098	267	19	159	9	150	2099	8	267	169	2101		1		267	174
8	SUNGAI SERAI	3038	2619	63	103	253	13	240	2630	2	63	343	2619	2			63	354
9	BATU 9 CHERAS	3185	475	2547	126	37	4	33	477	2	2547	159	476				2547	162
10	KAMPUNG SUNGAI RAYA	2117	1660	184	89	184	3	181	1658	5	184	270	1660				184	273
11	TAMAN SUNTEX	2514	163	2068	236	47	11	36	162	12	2068	272	163	4	1		2068	278
12	TAMAN CUEPAC	7548	3508	2280	1430	330	229	101	3528	209	2280	1531	3528	62	11	8	2280	1659
13	BATU 13 HULU LANGAT	2479	1404	960	50	65	13	52	1411	6	960	102	1406	4	1		960	108
14	SRI NANDING	3755	3255	189	219	92	8	84	3257	6	189	303	3255		2		189	309
15	KAMPUNG MELAKA	2187	1217	749	131	90	16	74	1224	9	749	205	1218	2	3	1	749	214
16	TAMAN ALAM JAYA	3319	738	1972	551	58	27	31	755	10	1972	582	740	4	2	3	1972	598
17	TAMAN KOTA CHERAS	4296	2333	1565	327	71	39	32	2348	24	1565	359	2338	6	4	1	1565	382
18	BATU 10 CHERAS	1618	1223	291	63	41	5	36	1227	1	291	99	1223			1	291	103
