kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN BENDAHARA	1264	51	1021	190	2	2		52	1	1021	190	51				1021	192
2	KAMPAR ROAD	3113	41	2990	79	3		3	41		2990	82	41				2990	82
3	HOUSING TRUST	3245	57	3071	98	19	4	15	56	5	3071	113	57				3071	117
4	PASIR PINJI UTARA	6053	37	5978	34	4	1	3	36	2	5978	37	37				5978	38
5	PASIR PINJI SELATAN	2982	26	2944	8	4	1	3	25	2	2944	11	26				2944	12
6	PINJI LANE UTARA	1522	15	1489	14	4		4	15		1489	18	15				1489	18
7	PASIR PUTEH UTARA	2302	134	2070	90	8	3	5	136	1	2070	95	134				2070	98
8	PASIR PUTEH BARU	1736	91	1598	40	7		7	90	1	1598	47	91				1598	47
9	PINJI LANE SELATAN	3430	34	3303	88	5	2	3	33	3	3303	91	34				3303	93
10	PASIR PUTEH SELATAN	3648	150	3433	57	8	2	6	148	4	3433	63	150		1		3433	64
11	TAMAN PENGKALAN JAYA	3924	963	2768	181	12	3	9	963	3	2768	190	963		1		2768	192
