kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PETEMPATAN SUNGAI BULOH	4317	2627	1227	387	76	37	39	2647	17	1227	426	2628	4	1		1227	457
2	BANDAR BARU SUNGAI BULOH UTARA	3421	2154	342	899	26	11	15	2160	5	342	914	2155	1	1		342	922
3	BUKIT RAHMAN PUTRA	4533	1579	2486	326	142	111	31	1606	84	2486	357	1585	42	20	2	2486	398
4	MERBAU SEMPAK	3217	2414	13	606	184	10	174	2420	4	13	780	2415	2	1		13	786
5	PAYA JARAS	5249	4363	142	334	410	36	374	4388	11	142	708	4366	4	7		142	730
6	BANDAR BARU SUNGAI BULOH SELATAN	3356	2565	354	402	35	21	14	2578	8	354	416	2567	5	2	1	354	427
7	SUNGAI PELONG	1843	1614	45	139	45	7	38	1610	11	45	177	1615	2		1	45	180
8	PAYA JARAS HILIR	2266	1416	1	12	837	13	824	1425	4	1	836	1420	2			1	843
9	MATANG PAGAR	3081	1391	1387	261	42	26	16	1407	10	1387	277	1395	6			1387	293
10	KUBU GAJAH	3467	2821	10	10	626	16	610	2826	11	10	620	2822	3	1		10	631
11	TAMAN SAUJANA UTAMA	5519	4932	85	421	81	26	55	4950	8	85	476	4937	1	4		85	492
