kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG MULIA	26	26			0			26				26					
2	KG SEBERANG BATU HAMPAR	699	691	4	1	3	1	2	691	1	4	3	691	1			4	3
3	KG SOLOK	13	13			0			13				13					
4	KAMPONG TANJONG SENA	153	145		6	2		2	144	1		8	145					8
5	PEKAN REMBAU	540	193	297	47	3	1	2	194		297	49	193				297	50
6	RUMAH MURAH REMBAU / TAMAN BUNGA RAYA	146	83	34	27	2		2	82	1	34	29	83				34	29
7	TMN SRI REMBAU	1070	1011	6	38	15	4	11	1014	1	6	49	1011	1			6	52
8	TMN KEBUN KELAPA	46	5	28	13	0			5		28	13	5				28	13
9	TAMAN REMBAU UTAMA	344	331	6	2	5		5	331		6	7	331				6	7
10	KG TG SENA HILIR	124	119		4	1		1	118	1		5	119					5
11	TAMAN REMBAU PERMATA	115	51	27	37	0			51		27	37	51				27	37
12	TAMAN REMBAU PERDANA	17	17			0			17				17					
13	DESA RIMBUNAN KASEH	56	55			1		1	55			1	55					1
701	BALAI POLIS REMBAU	34	34			0			31	3			34					
801	PENGUNDI TIDAK HADIR	3	3			0			3				3					
