kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN CHONG SUN	89		74	15	0					74	15					74	15
2	POKOK ASSAM	430	13	365	50	2		2	13		365	52	13				365	52
3	JALAN CHONG SUN	96		78	17	1		1			78	18					78	18
4	JALAN ELIZABETH	36	4	27	5	0			4		27	5	4				27	5
5	JALAN MENTRI BESAR	18	6	4	8	0			6		4	8	6				4	8
6	JALAN RAJA MUDA	318		294	24	0					294	24					294	24
7	JALAN WAN RASDE	62		43	19	0					43	19					43	19
8	JALAN LIMA	13	1	9	3	0			1		9	3	1				9	3
9	LORONG 4	5		3	2	0					3	2					3	2
10	JLN RAJA DIHILIR	10		9	1	0					9	1					9	1
