kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JENJARUM TEMPATAN KEDUA	1584	9	1523	51	1	1		9	1	1523	51	9				1523	52
2	JENJARUM TEMPATAN KETIGA	3631	232	3144	218	37	25	12	253	4	3144	230	232	1			3144	254
3	JENJARUM TEMPATAN KEEMPAT	1667	70	1545	40	12	9	3	75	4	1545	43	70	3			1545	49
4	KOTA SRI LANGAT	1470	153	99	1152	66	45	21	160	38	99	1173	153				99	1218
5	SUNGAI MANGGIS UTARA	2201	1098	306	784	13	2	11	1093	7	306	795	1098				306	797
6	SUNGAI MANGGIS SELATAN	1241	509	25	675	32	22	10	529	2	25	685	511	1	2		25	702
7	TELUK DATUK	2506	1067	479	918	42	17	25	1077	7	479	943	1070	1			479	956
8	TELUK BUNUT	5155	223	4168	742	22	12	10	224	11	4168	752	223		1		4168	763
9	JENJARUM	4026	1453	1757	770	46	29	17	1471	11	1757	787	1453	4			1757	812
10	JENJARUM TEMPATAN PERTAMA	1174	37	1104	30	3	2	1	37	2	1104	31	37	1			1104	32
11	BANTING JAYA	1796	298	1015	464	19	6	13	300	4	1015	477	298	1	1		1015	481
12	PULAU BANTING	948	7	851	2	88	86	2	13	80	851	4	7				851	90
13	PEKAN BANTING	3607	388	2256	931	32	6	26	387	7	2256	957	389		1	1	2256	960
