kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN CHAIN FERRY MK 15	126	10	78	38	0			10		78	38	10				78	38
2	JLN PERMATANG PAUH MK 15	101	4	82	15	0			4		82	15	4				82	15
3	JLN SIRAM MK 15	236	65	103	66	2		2	64	1	103	68	65				103	68
4	JALAN SUNGEI NYIOR MK 15	630	287	133	205	5		5	287		133	210	287				133	210
5	QRS NEB JLN CHAIN FERRY	2	1		1	0			1			1	1					1
6	LBH SUNGAI NYOR	14	4	8	2	0			4		8	2	4				8	2
7	JLN BAGAN 13 (TMN BAGAN)	104	4	70	30	0			4		70	30	4				70	30
8	R/PANGSA TMN BAGAN	83	11	57	15	0			11		57	15	11				57	15
9	JLN BAGAN 5	38		28	10	0					28	10					28	10
10	JLN BAGAN 17	161	2	152	7	0			2		152	7	2				152	7
11	JLN BAGAN 23	134	1	106	21	6	4	2	1	4	106	23	1	1			106	26
12	JLN BAGAN 27	57	1	49	7	0			1		49	7	1				49	7
13	JLN BAGAN 21	408	26	299	82	1	1		26	1	299	82	26				299	83
14	JLN BAGAN 19	153	18	122	11	2		2	18		122	13	18				122	13
15	JLN BAGAN 3	112	4	101	7	0			4		101	7	4				101	7
16	JLN BAGAN 7	36	1	35		0			1		35		1				35	
17	JLN BAGAN 9	19		14	5	0					14	5					14	5
18	JLN BAGAN 11	24		23	1	0					23	1					23	1
19	JLN BAGAN 15	25	4	15	6	0			4		15	6	4				15	6
20	JLN BAGAN 2	5		2	3	0					2	3					2	3
21	PANGSAPURI AMAN	136	124	3	7	2		2	124		3	9	124				3	9
22	TMN BAGAN	1029	58	776	188	7	2	5	58	2	776	193	58				776	195
