kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BATU 30 JALAN JOHORE	283	247	33		3		3	246	1	33	3	247				33	3
2	KG BUKIT PANJANG	248	241	4		3	1	2	241	1	4	2	241				4	3
3	KG. PARIT PASIR	563	540	16	2	5	3	2	541	2	16	4	540	1		1	16	5
4	KG MESJID	132	128	1		3		3	128		1	3	128				1	3
5	KG SINAR HARAPAN	95	92	1		2		2	92		1	2	92				1	2
6	PENGKALAN RAJA	270	262	2		6	1	5	263		2	5	262				2	6
7	KG SRI KENANGAN	51	51			0			51				51					
8	KG JASA SEPAKAT	36	35			1		1	35			1	35					1
9	LG ORKID	12	10	1	1	0			10		1	1	10				1	1
10	JLN DUKU TMN SERI DAMANSARA	71	40	29	1	1		1	40		29	2	40				29	2
11	TMN SRI BAHAGIA	127	20	104	2	1		1	20		104	3	20				104	3
12	TMN IMPIAN	93	48	33	11	1		1	48		33	12	48				33	12
13	KAMPONG BUKIT PANJANG	56	56			0			56				56					
14	TAMAN PUTERI	1	1			0			1				1					
