kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PEKAN SEBERANG KASTAM	2284	2247	31		6	3	3	2242	8	31	3	2247		1		31	5
2	PENGKALAN NYIREH	3327	3322	2		3	1	2	3315	8	2	2	3322				2	3
3	KAMPUNG RAJA UTARA	1132	1125	3		4	3	1	1122	6	3	1	1127				3	2
4	KAMPUNG RAJA SELATAN	2439	2411	9	6	13	10	3	2405	16	9	9	2413	3	2		9	12
5	KELUANG	1558	1368	89	3	98	6	92	1364	10	89	95	1368	1			89	100
6	BATU TUMBUH	1693	1692		1	0			1686	6		1	1692					1
7	AMIR	2263	2258			5	2	3	2249	11		3	2258					5
8	GONG BAYUR	2696	2695		1	0			2685	10		1	2695					1
9	TEMBILA	1727	1722	2		3	2	1	1716	8	2	1	1723				2	2
10	BETING LINTANG	1453	1440	10		3	2	1	1437	5	10	1	1440		2		10	1
11	ALUR LINTANG	2336	2320	3		13	3	10	2321	2	3	10	2321				3	12
12	GELAM MAS	1274	1268		3	3		3	1265	3		6	1268					6
