kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG. BATU 6 CHENDERING	743	730	12	1	0			729	1	12	1	730				12	1
2	KG. PANTAI PANDAK	1318	1311	2	5	0			1308	3	2	5	1311				2	5
3	KG. PANTAI TELUK	203	201	1		1	1		201	1	1		201				1	1
4	KG. PENGKALAN RAJA WALI	364	363		1	0			362	1		1	363					1
5	KG. SIMPANG EMPAT	484	468	11	3	2	1	1	467	2	11	4	468				11	5
6	TAMAN SRI DESA	98	17	78	2	1		1	17		78	3	17				78	3
7	JALAN SEKOLAH KEB. CHENDERING	518	515		1	2		2	515			3	515					3
8	TAMAN CHENDERING	61	58		1	2		2	58			3	58					3
9	TAMAN BUKIT CHENDERING	27	26	1		0			26		1		26				1	
10	KG. MASJID RAJA	147	147			0			147				147					
701	BALAI POLIS CHENDERING	36	35			1	1		36				36					
