kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI BATANG	3972	1223	598	14	2137	1567	570	2468	322	598	584	1251	92	36	9	598	1986
2	SUNGAI MANILA	5050	1366	111	2	3571	3210	361	4296	280	111	363	1367	24		4	111	3544
3	SIBUGA	1140	191	563	5	381	334	47	446	79	563	52	192	9		2	563	374
4	SUNGAI KAYU	2281	579	114	11	1577	1364	213	1883	60	114	224	580	24	1	2	114	1560
5	TAMAN AIRPORT	5276	1670	1523	13	2070	1857	213	3288	239	1523	226	1675	27	5	1	1523	2045
6	NUNUYAN	896	281	4	2	609	527	82	791	17	4	84	281	1		1	4	609
7	BATU 8 JALAN LABUK	2275	279	1536	10	450	366	84	539	106	1536	94	279	4	1		1536	455
8	TAMAN MERPATI	3304	731	489	11	2073	1902	171	2475	158	489	182	735	26			489	2054
9	SUNGAI PADAS	775	282	13		480	427	53	696	13	13	53	282	1		1	13	478
10	BATU PUTIH BARU	2650	1038	23	15	1574	1190	384	2196	32	23	399	1040	15			23	1572
11	TINOSA	4684	1880	115	4	2685	2254	431	4063	71	115	435	1882	13	1		115	2673
12	TAMAN FAJAR	2403	615	435	14	1338	1214	124	1667	162	435	138	619	30	3	2	435	1313
13	RANCANGAN LUBUH	418	54	2		362	341	21	364	31	2	21	54	2	1		2	359
14	TANJUNG PISAU	205	26			179	101	78	124	3		78	26					179
15	PULAU PAMAGUAN	125	35	2		88	73	15	101	7	2	15	36				2	87
