kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BEMBAN	207	206			1		1	205	1		1	206					1
2	PAUH BUTUT	254	253	1		0			249	4	1		253				1	
3	KUBANG LAKA	327	327			0			326	1			327					
4	KUBANG TOK SUT	174	173		1	0			172	1		1	173					1
5	KAYU REDANG	437	437			0			437				437					
6	KUBANG BONGOR	421	420			1		1	420			1	420					1
7	PADANG HALBAN	379	378	1		0			375	3	1		378				1	
8	PADANG LENGKUAS	258	257			1	1		258				258					
9	PADANG KALA	663	659			4	1	3	658	2		3	660					3
10	KG KEDAI BARU	83	83			0			83				83					
11	TAMAN KALA PERDANA	58	57	1		0			57		1		57				1	
12	KG MACHANG BUBOK	100	99			1		1	99			1	99					1
13	KG KUBANG TIN	84	84			0			84				84					
