kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN TIMOR	84	3	53	28	0			3		53	28	3				53	28
2	DEGONG ROAD	190	23	76	91	0			23		76	91	23				76	91
3	EASTERN GARDEN	193	9	137	42	5		5	9		137	47	9				137	47
4	JALAN ISKANDAR	134	63	42	28	1	1		64		42	28	63				42	29
5	KG BATU BERANGKAI	654	346	21	15	272	271	1	360	257	21	16	346	3			21	284
6	KAMPONG SULTAN	153	4	107	42	0			4		107	42	4				107	42
7	TOWN BOARD	10	3	4	3	0			3		4	3	3				4	3
8	S E K QRS BATU BERANGKAL	52	2	47	2	1	1		2	1	47	2	2				47	3
9	TAMAN BUNGA ROS	381	14	239	126	2	2		13	3	239	126	14				239	128
10	JALAN PAUS TAMAN JOO LOONG	86	3	77	6	0			3		77	6	3				77	6
11	JALAN BAUNG TAMAN JOO LOONG	23	2	20	1	0			2		20	1	2				20	1
12	JALAN TENGIRI TAMAN JOO LOONG	52	2	47	2	1	1		2	1	47	2	2				47	3
13	TAMAN SRI KAMPAR	496	151	210	116	19	17	2	154	14	210	118	151				210	135
14	KAMPONG PADANG TEMBAK	133	94	1	35	3	3		94	3	1	35	94				1	38
15	JLN PARI TAMAN JOO LOONG	33		30	2	1		1			30	3					30	3
16	TAMAN SRI EMAS	293	45	177	66	5	5		45	5	177	66	45				177	71
17	JLN SENANGIN TMN JOO LONG	7		7		0					7						7	
18	TMN BUKIT EMAS	15	4	9	2	0			4		9	2	4				9	2
19	TMN KAMPAR PERMAI	7	1	6		0			1		6		1				6	
801	PENGUNDI TIDAK HADIR	3		3		0					3						3	
