kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	ULU SELAMA	1482	1479	1		2	1	1	1478	2	1	1	1479	1			1	1
2	ULU SELAMA BARAT	1444	1397	31	13	3	1	2	1398		31	15	1397			1	31	15
3	BANGGOL JAS	1331	1299	21	9	2	2		1298	3	21	9	1299	1			21	10
4	SUNGAI RAMBUTAN	1371	1370			1	1		1369	2			1370					1
5	SUNGAI BEDARAH	506	506			0			504	2			506					
6	KAMPONG SUNGAI SEPUTEH	574	571			3		3	569	2		3	571					3
7	KAMPONG GAROK	584	582			2	1	1	578	5		1	582					2
8	SUNGAI BAYOR	1175	1161	10	3	1	1		1161	1	10	3	1161				10	4
9	ULU MENGKUANG	764	762	1		1		1	761	1	1	1	762				1	1
10	RANTAU PANJANG	647	642	2	1	2	2		644		2	1	642				2	3
11	RANTAU PANJANG UTARA	786	508	184	93	1	1		508	1	184	93	508				184	94
12	PEKAN SELAMA	1975	1186	499	272	18	9	9	1187	8	499	281	1187	1	1		499	287
13	SELAMA UTARA	1133	1029	51	48	5	4	1	1032	1	51	49	1030				51	52
14	SUNGAI TERAP	635	308	248	78	1		1	307	1	248	79	308				248	79
15	BUKIT KELIAN	2076	1376	252	444	4		4	1373	3	252	448	1376				252	448
