kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG JERUAS	250	246			4		4	245	1		4	246					4
2	KG KUALA PARIT	1	1			0			1				1					
3	KG MUTAN	3	3			0			3				3					
4	KG ROKAM	12	11	1		0			11		1		11				1	
5	KG SEGA	273	263	1		9	5	4	264	4	1	4	263	1			1	8
6	KG TAT	220	220			0			220				220					
7	KG TERIDI	9	9			0			8	1			9					
8	KAW PEKAN SARI	17	17			0			17				17					
9	KG BAHAGIA	134	134			0			134				134					
10	BATU 18 JLN LIPIS	1		1		0					1						1	
11	RRM JERUAS	117	114			3		3	114			3	114					3
12	KG ULU SEGA	23				23	23			23								23
13	KG PULAU KEPAYANG	2	2			0			2				2					
