kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG PIAN	461	8	1	1	451	451		56	403	1	1	8				1	452
2	SUNGAI MAI	942	899	2	22	19	12	7	899	12	2	29	899				2	41
3	KUALA MAI	476	474		1	1	1		472	3		1	474		1			1
4	PAYA LUAS	946	724	2	25	195	193	2	741	176	2	27	724				2	220
5	KUALA KRAU	2127	1033	784	215	95	81	14	1042	72	784	229	1035	1		1	784	306
6	FELDA JENDERAK UTARA	2138	2114	5	16	3	2	1	2111	5	5	17	2114				5	19
7	KAMPUNG JENDERAK	447	422	6	12	7	2	5	421	3	6	17	423				6	18
8	KAMPUNG DATO SHARIFF	708	547	1	157	3	1	2	545	3	1	159	547				1	160
9	FELDA JENDERAK SELATAN	1348	1131			217	217		1149	199			1131					217
10	PAYA PELONG	292	1	3		288	288		18	271	3		1				3	288
11	PENDERAS	684	21	13		650	644	6	102	563	13	6	23	1			13	647
