kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN IPOH TIMOR	4437	76	3865	441	55	9	46	78	7	3865	487	76	1	1		3865	494
2	TAMAN IPOH SELATAN	2495	59	2205	213	18	3	15	59	3	2205	228	59				2205	231
3	TAMAN WAH KEONG	3224	62	2853	300	9	2	7	63	1	2853	307	62				2853	309
4	SIMEE BARAT	3201	67	2879	248	7	3	4	69	1	2879	252	67				2879	255
5	SIMEE TIMOR	1548	16	1337	194	0			15	1	1337	194	16				1337	194
6	TAMAN IPOH	3132	29	2838	229	36	5	31	29	5	2838	260	29	2	1		2838	262
7	TAMAN IPOH BARAT	2891	106	2550	211	24	1	23	106	1	2550	234	106				2550	235
8	CANNING GARDEN BARAT	2608	1075	1149	289	95	63	32	1096	42	1149	321	1081	24	5	2	1149	347
9	CANNING GARDEN TIMOR	1672	30	1464	154	24	2	22	29	3	1464	176	30	1			1464	177
10	LUMBA KUDA	1569	397	961	183	28	1	27	397	1	961	210	397	1			961	210
11	TAMAN CEMPAKA	3488	425	2826	232	5	1	4	424	2	2826	236	425		1		2826	236
12	DESA CEMPAKA	1950	287	1527	126	10	4	6	287	4	1527	132	287	1	1		1527	134
