kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN TASIK INDRA	24	2	18	4	0			2		18	4	2				18	4
2	TAMAN TASEK INDRA	269	34	210	23	2		2	34		210	25	34				210	25
3	TAMAN DESA BERCHAM	372	57	276	39	0			57		276	39	57				276	39
4	TAMAN LINDUNGAN BERCHAM JAYA	100	1	94	5	0			1		94	5	1				94	5
5	BERCHAM HEIGHTS	27		27		0					27						27	
6	TAMAN KINTA MAS	196	5	167	23	1		1	5		167	24	5				167	24
7	BANDAR BARU TASEK	153	6	130	17	0			6		130	17	6				130	17
8	TAMAN RIA BERCHAM	503	50	372	75	6		6	50		372	81	50				372	81
9	TAMAN SRI KURAU	407	63	298	43	3	2	1	64	1	298	44	64		1		298	44
10	TAMAN DESA KENCANA	832	78	647	104	3	1	2	78	1	647	106	78	1			647	106
11	TAMAN BERCHAM JAYA	576	62	399	110	5		5	62		399	115	62				399	115
12	TAMAN BERCHAM INDAH	201	4	179	16	2		2	4		179	18	4				179	18
13	TMN CAHAYA TASEK	398	72	271	53	2	1	1	73		271	54	72		1		271	54
14	TAMAN SYUKUR	695	93	442	155	5	3	2	95	1	442	157	93		1		442	159
15	TAMAN DESA IMPIAN	180	69	78	31	2	1	1	69	1	78	32	69	1			78	32
16	TAMAN GAMELAN TIMUR	209	5	188	15	1	1		6		188	15	5				188	16
17	LINDUNGAN BERCHAM INDAH	109	10	90	9	0			10		90	9	10				90	9
18	KONDOMINIUM BERCHAM PRIMA	12		10	1	1		1			10	2					10	2
19	TAMAN SRI DERMAWAN	789	194	538	56	1	1		195		538	56	194				538	57
20	MEDAN BERCHAM	133	3	125	5	0			3		125	5	3				125	5
21	TMN BERCHAM MAS	10	2	7	1	0			2		7	1	2				7	1
22	MEDAN BERCHAM BISTARI	3		3		0					3						3	
23	TMN BERCHAM SINAR (EAST EDEN)	20	1	15	4	0			1		15	4	1				15	4
24	TMN IPOH TIMUR BARU	3		3		0					3						3	
801	PENGUNDI TIDAK HADIR	2	1	1		0			1		1		1				1	
