kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN MASJID, KG BARU PLENTONG	95	81	9		5	1	4	82		9	4	81	1			9	4
2	JLN MASJID	44	40			4		4	39	1		4	40					4
3	JLN BESAR, KG BARU PLENTONG TENGAH	51	39	8	1	3	1	2	40		8	3	40				8	3
4	TAMAN SAUJANA	797	715	7	5	70	13	57	720	8	7	62	719	6			7	65
5	KG PLENTONG TENGAH	651	628	7	4	12		12	626	2	7	16	628				7	16
6	JLN 4 TMN SAUJANA	59	54			5		5	54			5	54					5
7	KG SERI BAHAGIA	380	368	1	1	10		10	367	1	1	11	368				1	11
8	KG RUMAH 10	355	330			25	1	24	331			24	330					25
9	JLN SAUJANA 2 TMN SAUJANA	62	44	1		17	2	15	46		1	15	44	1			1	16
10	JLN SAUJANA 1/1 TMN SAUJANA	37	30		1	6	1	5	31			6	30					7
11	JLN SAUJANA UTAMA, TMN SAUJANA	54	46		1	7		7	46			8	46					8
12	JLN SAUJANA 1/2, TMN SAUJANA	15	10			5	1	4	10	1		4	10	1				4
13	JLN SAUJANA 3/9, TMN SAUJANA	29	21			8		8	21			8	21					8
14	JLN SAUJANA 1, TMN SAUJANA	44	40			4		4	40			4	40					4
15	JLN SAUJANA 3, TMN SAUJANA	40	28			12		12	28			12	28					12
16	JLN SAUJANA 2/3, TMN SAUJANA	14	9			5		5	9			5	9					5
17	KG SAUJANA BARU	60	24		2	34	1	33	25			35	24	1				35
18	RESIDENSI MASAI (PARC REGENCY)	13	1	12		0			1		12		1				12	
