kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SETAPAK SELATAN	2258	634	1183	405	36	4	32	636	2	1183	437	634	1			1183	440
2	KOMPLEKS DAMAI	2316	449	1456	370	41	18	23	440	27	1456	393	451	1	1	1	1456	406
3	JALAN RAJA MUDA	2645	1502	571	450	122	17	105	1512	7	571	555	1504	2			571	568
4	KAMPONG BHARU UTARA	3698	3448	62	42	146	23	123	3451	20	62	165	3451	4	2	2	62	177
5	KAMPONG BHARU TENGAH	3097	2868	27	34	168	18	150	2877	9	27	184	2868		3	1	27	198
6	KAMPONG BHARU SELATAN	4365	3944	135	48	238	26	212	3958	12	135	260	3950	6	1	1	135	272
7	DATUK KERAMAT UTARA	4045	3494	162	110	279	151	128	3537	108	162	238	3507	44	32	2	162	298
8	DATUK KERAMAT TENGAH	3792	3448	24	54	266	27	239	3461	14	24	293	3450	2	1	1	24	314
9	DATUK KERAMAT SELATAN	4299	3879	9	19	392	47	345	3904	22	9	364	3883	7	1		9	399
10	DATUK KERAMAT SEBERANG	2867	2462	121	123	161	99	62	2502	59	121	185	2467	22	18	2	121	237
11	JALAN AMPANG	1100	483	490	91	36	13	23	494	2	490	114	483	1			490	126
12	JALAN MENGKUDU	2513	2012	225	59	217	18	199	2025	5	225	258	2013	1		1	225	273
13	DESA PANDAN	3696	2884	530	195	87	15	72	2892	7	530	267	2885	4	1	1	530	275
14	KELAB GOLF SELANGOR	4185	3743	188	163	91	32	59	3768	7	188	222	3745	4		1	188	247
15	TAMAN MALURI	2743	1598	616	478	51	9	42	1602	5	616	520	1602	2			616	523
16	KAMPUNG PANDAN DALAM	2922	1081	113	1585	143	9	134	1083	7	113	1719	1083	1			113	1725
17	KAMPUNG PANDAN TENGAH	1925	773	925	186	41	10	31	780	3	925	217	774	1		1	925	224
18	JALAN COCHRANE	4278	1838	1438	887	114	48	66	1865	21	1438	953	1843	9	7	1	1438	979
19	KAMPUNG PANDAN LUAR	3524	1619	1212	628	65	25	40	1642	2	1212	668	1624	1		1	1212	686
20	JALAN JEJAKA	1330	76	1142	72	40	29	11	102	3	1142	83	77	1			1142	110
