kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG. BERANGAN	150	149			1	1		150				150					
2	KG. CAWANGAN	176	175			1		1	175			1	175					1
3	KG. DURIAN KUNYIT	17	16			1	1		15	2			16					1
4	KG. KUALA PENG	1	1			0			1				1					
5	KG. PANCUR	420	419			1		1	419			1	419					1
6	KG. SEBERANG LA	93	93			0			93				93					
7	KG. AIR HANGAT	25	25			0			25				25					
8	KG. LA	674	672			2		2	671	1		2	672					2
9	KG. KELKAK	21	21			0			21				21					
10	KG. PASIR BADAK	108	108			0			108				108					
