kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG TENGAH	62	62			0			62				62					
2	KG DARUS SALAM	95	95			0			94	1			95					
3	HUJONG ALOR	307	303	3	1	0			301	2	3	1	303				3	1
4	HUJONG KAMPUNG	1	1			0			1				1					
5	HUTAN PUTUS	197	195		1	1		1	195			2	195					2
6	KG TENGAH	257	255	1	1	0			255		1	1	255				1	1
7	KUATERS SEK MEN TEKNIK	72	69	3		0			69		3		69				3	
8	PADANG RAJA	146	144		1	1	1		145			1	144					2
9	PENGKALAN KUNDOR	71	50	19	2	0			49	1	19	2	50				19	2
10	TAMAN SOPHIA	154	143	9	2	0			143		9	2	143				9	2
11	TAMAN INDAH	83	67	15	1	0			67		15	1	67				15	1
12	TAMAN DAHLIA	293	173	114	6	0			173		114	6	173				114	6
13	TAMAN SAWA	83	83			0			83				83					
14	TAMAN SERI KOTA	1531	813	643	65	10	2	8	813	2	643	73	814				643	74
15	TAMAN DESA BARAT	247	151	95	1	0			151		95	1	151				95	1
16	TAMAN SRI FAJAR	128	125	1	2	0			125		1	2	125				1	2
17	TAMAN SRI MEWAH	65	62	1		2		2	62		1	2	62				1	2
18	TAMBAK BUNGA	463	448	14		1		1	447	1	14	1	448				14	1
19	TAMAN GUNONG PERAK	192	52	138	1	1		1	52		138	2	52				138	2
20	TAMAN GUNONG BAYU	113	88	25		0			88		25		88				25	
21	TAMAN GUNONG INAS	15	4	11		0			4		11		4				11	
22	TAMAN DAHLIA II	31	28	2	1	0			28		2	1	28				2	1
23	KAW PERUSAHAAN BARU TANDOP	31		30	1	0					30	1					30	1
24	TAMAN DAHLIA IV	36	28	7		1		1	28		7	1	28				7	1
25	LORONG TEKNIK	10	9	1		0			9		1		9				1	
26	LORONG HAJI SHAM	31	31			0			31				31					
27	TAMAN GUNUNG LEDANG	51	19	29	3	0			19		29	3	19				29	3
28	TAMAN DESA SERAYA	310	85	219	5	1		1	85		219	6	85				219	6
29	TAMAN GUNUNG TAHAN	39	6	31	2	0			6		31	2	6				31	2
30	TAMAN DESA WAWASAN	25	3	22		0			3		22		3				22	
801	PENGUNDI TIDAK HADIR	4	4			0			4				4					
