kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN PERAMU INDAH	13	13			0			13				13					
2	KG KELAT RENDANG	598	590	1	2	5	1	4	591		1	6	590				1	7
3	RRM PERAMU JAYA 1	532	527		2	3		3	526	1		5	527					5
4	KG PERAMU	278	271	3	3	1		1	270	1	3	4	271				3	4
5	TAMAN SERI MAULANA	485	484		1	0			484			1	484					1
6	TAMAN LKNP PERAMU JAYA	437	424	1	9	3		3	423	1	1	12	424				1	12
7	KG KOLAM PUTERI	39	39			0			39				39					
8	ISTANA SRI TANJONG	25	25			0			25				25					
9	KUATERS POLIS PERAMU	5	5			0			5				5					
701	PONDOK POLIS PERAMU PEKAN	2	2			0			2				2					
801	PENGUNDI TIDAK HADIR	4	4			0			4				4					
