kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH TANJONG NG ENGKAROH KATIBAS	30				30	30			30				30				
2	RH SAOH NG BANJOR	65				65	65			65				65				
3	RH BANGGAU NG ENTUAT	148	1	1		146	146		3	144	1		1	144	2		1	
4	RH LEO NG MUKIH	47		2		45	45			45	2			45			2	
5	RH IBI BATU LABANG	71				71	71		1	70				71				
6	RH DAGOM	98		1		97	97		2	95	1			97			1	
7	RH KEDAL	3				3	3			3				3				
8	RH TAMBI NG BANGKIT	152		5		147	147			147	5			147			5	
9	RH MANGI	3				3	3			3				3				
10	RH SELAT	67				67	67		5	62				67				
11	RH KANA NG LELAYANG	27	1			26	26		1	26			1	25	1			
12	RH LASIN	50				50	50		2	48				50				
13	RH GONG	54				54	54			54				54				
14	RH GASING NG MELUAN	86				86	86		3	83				86				
15	RH AKANG BATU PIKUL	111	1			110	110		1	110			1	110				
16	RH LANGGA	40				40	40			40				40				
17	RH GUYANG	84				84	84			84				84				
18	RH LAYANG	85				85	85		2	83				85				
19	RH BERAGO NG ENGKAROH	57	1			56	56		3	54			1	55		1		
20	RH RIBUT NG SERAU	90				90	90		2	88				88		2		
21	RH KUTAK NG MUKIH	77		2		75	75		2	73	2			74		1	2	
22	RH IJAU NG MUKEH	91		3		88	88		2	86	3			86		2	3	
