kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN MELDRUM	55	3	37	15	0			3		37	15	3				37	15
2	JALAN AH FOOK	250	10	200	34	6	5	1	10	5	200	35	11	1			200	38
3	JALAN TUN ABDUL RAZAK	86	14	54	17	1	1		13	2	54	17	14				54	18
4	JALAN DHOBY	28	3	16	8	1	1		3	1	16	8	3				16	9
5	JALAN IBRAHIM	61	2	50	9	0			2		50	9	2				50	9
6	JALAN LEE TAI HENG	6		6		0					6						6	
7	JALAN MELDRUM	99	3	79	16	1		1	2	1	79	17	3				79	17
8	JALAN PASAR	8		3	5	0					3	5					3	5
10	JALAN SEGGET	137		118	19	0					118	19					118	19
11	JALAN SELAT TEBRAU	3	2	1		0			2		1		2				1	
12	JALAN SIEW NAM	48		44	3	1		1			44	4					44	4
13	JALAN TAN HIOK NEE	52		49	3	0					49	3					49	3
14	JALAN TRUS	171	4	149	17	1	1		4	1	149	17	4				149	18
15	JALAN UNGKU PUAN	19		18	1	0					18	1					18	1
17	JALAN STATION	61	1	55	5	0			1		55	5	1				55	5
702	IPD JOHOR BAHRU SELATAN	856	676	23	47	110	106	4	694	88	23	51	683	28	7	3	23	112
