kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MENSUDOT LAMA	446	438		2	6	1	5	437	2		7	438					8
2	BALAI BADANG	710	590	16	49	55	30	25	598	22	16	74	590				16	104
3	PALONG TIMOR	4186	4159	8	8	11	6	5	4160	5	8	13	4160	2	1		8	15
4	SEPANG LOI	794	617	174	1	2	1	1	617	1	174	2	617		1		174	2
5	MENSUDOT PINDAH	508	505	1		2		2	502	3	1	2	505				1	2
6	AWAT	439	436	1	1	1		1	433	3	1	2	436				1	2
7	PEKAN GEMAS BAHRU	2825	193	1711	909	12	4	8	194	3	1711	917	193	1			1711	920
8	GOMALI	440	123	34	279	4	2	2	123	2	34	281	123	2			34	281
9	TAMBANG	303	104	43	150	6		6	103	1	43	156	104				43	156
10	PAYA LANG	957	634	93	219	11		11	633	1	93	230	634				93	230
11	LADANG SUNGAI MUAR	506	258	59	186	3		3	258		59	189	258				59	189
12	KUALA PAYA	857	842	2	6	7	1	6	842	1	2	12	843				2	12
13	BANDAR BULOH KASAP UTARA	829	75	718	34	2	1	1	76		718	35	75				718	36
14	BANDAR BULOH KASAP SELATAN	2003	243	1645	108	7	1	6	240	4	1645	114	243				1645	115
15	BULOH KASAP	4384	1590	1978	776	40	10	30	1591	9	1978	806	1591	3	1		1978	811
16	GELANG CHINCHIN	707	686	6	14	1		1	685	1	6	15	686				6	15
17	SEPINANG	590	542	11	33	4		4	542		11	37	542				11	37
