kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH. UKUN SG. SEDUKU	100	1			99	99		1	99			1	98	1			
2	RH IMAM SG SEDUKU	48		5		43	43			43	5			43			5	
3	SK ST DUNSTAN SEDUKU	36	2	1		33	33		2	33	1		2	33			1	
4	SEKUPANG LINGGA	1				1	1			1				1				
5	RH MELING SG LIGI	9	1	3		5	5		1	5	3		1	5			3	
6	PASIR BARU LINGGA	16	1	1		14	14		2	13	1		1	14			1	
7	GOVT QTRS LINGGA	25	5	1		19	19		5	19	1		5	16	3		1	
8	KG LINGGA	553	522	3		28	28		517	33	3		522	26	1	1	3	
9	LINGGA BAZAAR	101	5	60		36	36		7	34	60		5	34	2		60	
10	RH. BUTOR SG. PISANG	28	1			27	27		1	27			1	27				
11	KG HILIR LINGGA	247	235	1		11	11		240	6	1		235	10		1	1	
12	BEHIND LINGGA BAZAAR	9	1	3		5	5		1	5	3		1	5			3	
13	RH NGINDANG TG ABOI	32				32	32		2	30				32				
701	POLIS	1	1			0			1				1					
