kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPONG KANDANG HULU	707	706			1	1		704	3			706					1
2	KAMPONG BATANG KULIM	1001	991	3	3	4	4		994	1	3	3	993	2			3	3
3	SALAK NORTH	1661	945	430	281	5	2	3	947		430	284	945				430	286
4	KAMPONG ENGGOR	603	586	6	10	1		1	586		6	11	586				6	11
5	KARAI LUAR	682	32	455	195	0			32		455	195	32				455	195
6	PEKAN KARAI	565	179	208	177	1	1		178	2	208	177	179			1	208	177
7	KAMPONG KARAI	566	555	10	1	0			555		10	1	555				10	1
8	KAMPONG JAWANG	711	706	1	1	3	1	2	706	1	1	3	706				1	4
9	CHANGKAT SALAK	472	162	8	301	1		1	162		8	302	162				8	302
10	SALAK TIMOR	1364	89	1109	165	1		1	89		1109	166	89				1109	166
11	KAMUNING BARAT	951	202	165	579	5	2	3	204		165	582	202				165	584
12	KAMUNING TIMOR	1929	39	1363	522	5	1	4	40		1363	526	39				1363	527
13	KAMPONG TEMIN	1440	1436	1	2	1	1		1436	1	1	2	1436				1	3
14	SUNGAI PELUS	1095	1088	2	2	3	3		1089	2	2	2	1088				2	5
15	TROSOR	605	595	1	8	1	1		595	1	1	8	595				1	9
16	KAMPONG MOR	1096	1090	3	3	0			1090		3	3	1090				3	3
17	LKTP LASAH	1835	1795	9	25	6	3	3	1797	1	9	28	1796				9	30
18	LINTANG	1205	589	174	437	5	1	4	590		174	441	589				174	442
19	LADANG ELPHIL	728	84	18	623	3	1	2	85		18	625	84				18	626
20	RANCANGAN BELIA KHAS PERLOP	1785	1654	82	39	10	10		1660	4	82	39	1654	1			82	48
21	CHIOR LASAH	1111	716	165	25	205	205		907	14	165	25	716				165	230
22	CHENEIN	511	21	2	1	487	486	1	470	37	2	2	21				2	488
23	POS PIAH	743	6		9	728	728		456	278		9	6					737
24	POS PERWOR	473	3	1		469	469		262	210	1		3				1	469
25	POS LEGAP	1197	8	1		1188	1188		642	554	1		8			1	1	1187
26	POS KUALA MU	353	1	1	1	350	350		122	229	1	1	1	1			1	350
