kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LITONG	1293	1244	29		20	20		1222	42	29		1244	17	1	2	29	
2	PENAKOP	443	311	125		7	7		184	134	125		311	7			125	
3	TEMESU	224		6		218	218		2	216	6			218			6	
4	BALINGIAN	477	338	96		43	43		330	51	96		338	42		1	96	
5	TUTUS	563	523	33		7	5	2	513	15	33	2	523	4	1		33	2
6	JEBUNGAN	701	650	40		11	11		137	524	40		650	10		1	40	
7	KENYANA	158	50	54		54	54		13	91	54		50	53		1	54	
8	SESOK	1209	1153	36		20	20		167	1006	36		1153	16	4		36	
9	ULU BEDENGAN	333	4	2		327	327		7	324	2		4	325		2	2	
10	BEDENGAN	501	59	3		439	439		51	447	3		59	437		2	3	
11	PENIPAH	427	206	6		215	215		211	210	6		206	211		4	6	
12	KUALA BALINGIAN	973	190	12		771	771		208	753	12		190	770		1	12	
13	SUYONG	1015	777	134		104	104		624	257	134		777	103		1	134	
14	LIOK	415	6	7		402	402		7	401	7		6	399	2	1	7	
