kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BUMBUNG LIMA	1753	1483	261	7	2		2	1478	5	261	9	1483				261	9
2	PAYA KELADI	4856	4692	106	45	13	7	6	4698	1	106	51	4694				106	56
3	BERTAM INDAH	2155	1417	322	407	9	7	2	1421	3	322	409	1421	2			322	410
4	LADANG MALAKOFF	270	119	19	129	3	1	2	120		19	131	119		1		19	131
5	KAMPONG TO`BEDU	2932	2592	183	145	12	7	5	2593	6	183	150	2593	2			183	154
6	PERMATANG LANGSAT	1399	1357	41		1	1		1356	2	41		1357				41	1
7	PINANG TUNGGAL	2937	2379	538	3	17	1	16	2374	6	538	19	2379				538	20
8	KAMPONG BAHARU	942	890	49	2	1		1	889	1	49	3	890				49	3
9	KAMPONG SELAMAT UTARA	2627	407	2166	52	2	1	1	407	1	2166	53	407				2166	54
10	KUBANG MENERONG	1189	1120	44	19	6	4	2	1123	1	44	21	1121				44	24
11	KAMPONG SELAMAT SELATAN	1996	1019	945	31	1		1	1014	5	945	32	1019				945	32
