kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG BAGAN SERAI	775	419	27	327	2		2	418	1	27	329	419				27	329
2	PMTG KLING	20	3	15	2	0			3		15	2	3				15	2
3	PINTAS SEMBILANG	18	10	7	1	0			10		7	1	10				7	1
4	PINTAS SEMBILANG SATU	54	36	7	11	0			36		7	11	36				7	11
5	PINTAS SEMBILANG DUA	77	29	20	28	0			29		20	28	29				20	28
6	PINTAS SEMBILANG TIGA	91	40	23	24	4		4	40		23	28	40				23	28
7	PINTAS SEMBILANG EMPAT	79	45	19	14	1	1		46		19	14	45				19	15
8	PINTAS SEMBILANG LIMA	77	33	24	18	2		2	33		24	20	33				24	20
9	TINGKAT SEMBILANG LIMA	2		2		0					2						2	
10	SOLOK SEMBILANG	59	30	23	6	0			30		23	6	30				23	6
11	LENGKOK SEMBILANG	96	65	26	5	0			65		26	5	65				26	5
12	LINTANG SEMBILANG	157	107	15	30	5	2	3	108	1	15	33	107				15	35
13	LORONG SEMBILANG	120	69	30	21	0			69		30	21	69				30	21
14	PESIARAN SEMBILANG	182	78	61	42	1		1	78		61	43	78				61	43
15	JALAN JELAWAT	13	10		3	0			10			3	10					3
16	JALAN SEMBILANG	99	69	9	21	0			69		9	21	69				9	21
17	PINTAS SEMBILANG 6	94	72	11	11	0			72		11	11	72				11	11
18	PINTAS SEMBILANG 7	72	56	3	13	0			56		3	13	56				3	13
19	PINTAS SEMBILANG 8	63	42	12	7	2	2		44		12	7	42				12	9
20	PINTAS SEMBILANG 9	56	41	10	4	1		1	40	1	10	5	41				10	5
21	PINTAS SEMBILANG 10	28	21	4	3	0			21		4	3	21				4	3
22	PINTAS SEMBILANG 11	27	18	8	1	0			18		8	1	18				8	1
23	PINTAS SEMBILANG 12	65	55	4	6	0			55		4	6	55				4	6
24	PINTAS SEMBILANG 13	116	91	14	11	0			91		14	11	91				14	11
25	PINTAS SEMBILANG 14	168	148	14	6	0			148		14	6	148				14	6
26	LRG SEMBILANG 4	72	44	18	10	0			44		18	10	44				18	10
27	LRG SEMBILANG 5	83	52	14	17	0			52		14	17	52				14	17
28	LRG SEMBILANG 7	62	28	22	12	0			28		22	12	28				22	12
29	LRG SEMBILANG 8	41	19	13	9	0			19		13	9	19				13	9
30	LRG SEMBILANG 12	65	40	10	12	3		3	40		10	15	40				10	15
31	LRG SEMBILANG 14	172	131	27	14	0			131		27	14	131				27	14
32	LRG SEMBILANG 16	129	93	14	22	0			93		14	22	93				14	22
33	LRG SEMBILANG 18	28	24	3	1	0			24		3	1	24				3	1
34	LRG SEMBILANG 19	50	44	4	2	0			44		4	2	44				4	2
35	LRG SEMBILANG 20	33	27	5	1	0			27		5	1	27				5	1
36	LRG SEMBILANG 26	13	12		1	0			12			1	12					1
37	LRG SEMBILANG 2	39	19	10	9	1		1	19		10	10	19				10	10
38	LRG SEMBILANG 23	39	28	6	5	0			28		6	5	28				6	5
39	LRG SEMBILANG 11	45	31	2	12	0			31		2	12	31				2	12
40	LRG SEMBILANG 3	32	17	12	3	0			17		12	3	17				12	3
41	LRG SEMBILANG 6	79	55	20	4	0			55		20	4	55				20	4
42	LRG SEMBILANG 15	58	47	2	8	1		1	47		2	9	47				2	9
43	LRG SEMBILANG 17	35	23	5	4	3	1	2	24		5	6	23				5	7
44	LRG SEMBILANG 21	48	41	5	2	0			41		5	2	41				5	2
45	LRG SEMBILANG 24	74	58	10	6	0			58		10	6	58				10	6
46	LRG SEMBILANG 25	34	29	4	1	0			29		4	1	29				4	1
47	LRG SEMBILANG 27	24	15	4	5	0			15		4	5	15				4	5
48	LRG SEMBILANG 10	35	26	7	1	1		1	26		7	2	26				7	2
49	LRG SEMBILANG 9	27	20	5	2	0			20		5	2	20				5	2
50	LRG SEMBILANG 22	49	39	9	1	0			39		9	1	39				9	1
51	JLN SEMBILANG 2	24	2	16	5	1		1	2		16	6	2				16	6
52	LRG SEMBILANG 32	117	46	46	25	0			46		46	25	46				46	25
53	KUATERS POLIS SEB JAYA	69	63		6	0			63			6	63					6
54	PANGSAPURI DESA SEMBILANG	23	10	2	10	1	1		11		2	10	10				2	11
55	LRG SEMBILANG 28	74	38	26	8	2		2	38		26	10	38				26	10
56	LRG SEMBILANG 34	39	31	8		0			31		8		31				8	
57	DESA CEMARA	104	69	11	24	0			69		11	24	69				11	24
58	LRG SEMBILANG 30	19	14	1	4	0			14		1	4	14				1	4
59	LORONG SEMBILANG 33	16	8	7	1	0			8		7	1	8				7	1
701	BALAI POLIS SEBERANG JAYA	75	66		2	7	6	1	65	7		3	66	4	1			4
