kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH AKOK NG LINTANG	40	1			39	39			40			1	39				
2	RH MARIKAN MAPAI	29				29	29		3	26				29				
3	RH. PUNAN LBK RESAK TADA	4				4	4			4				4				
4	RH AJI NG TADA	60				60	60			60				60				
5	RH LABONG NG TADA	66		1		65	65			65	1			64		1	1	
6	RH JELAI NG TADA	91				91	91		4	87				91				
7	RH SANDAI SG MAPAI	171		3		168	168		1	167	3			168			3	
8	RH LIKA SG MAAPAI	60				60	60		1	59				58	1	1		
9	RH. GADOH NG SIMUNTE ULU MAPAI	24				24	24			24				24				
10	RH BILLY RT KASAI KABAH	66		2		64	64		1	63	2			64			2	
11	RH. LAU	36				36	36			36				36				
12	RH LANTING NG NEGAUIN ULU TADA	8				8	8		1	7				8				
13	RH. BLITANG	8				8	8			8				8				
14	RH KUNDING NG LAKAI MAPAI	38				38	38		2	36				38				
15	RH SAUH SG KABAH	75		2		73	73		2	71	2			72	1		2	
16	RH ILAM NG TADA	75				75	75			75				75				
17	RH MERUAN NG TADA	108				108	108		1	107				108				
18	RH. SAMADAK NG. BALINGIAU	42				42	42			42				42				
19	RH ABANG SG MAPAI	33		2		31	31		3	28	2			31			2	
20	RH LUBANG SG MAPAI	33				33	33			33				33				
21	RH KENDAWANG NG TADA	111				111	111			111				111				
22	RH. LANTING MAPAI	88		1		87	87		3	84	1			87			1	
23	RH KUBU NG TADA	135		1		134	134		3	131	1			133	1		1	
24	RH ANGGAT SG KABAH	93	1	3		89	89		1	89	3		1	88		1	3	
25	RH MATHEW NG TADA	34	1			33	33		1	33			1	33				
26	RH SERAI NG TADA	50		1		49	49			49	1			49			1	
28	RH NGUMBANG SG KABAH	25	1			24	24		3	22			1	24				
29	RH PAULUS NG TADA	46				46	46		2	44				46				
30	RH BERAWANG NG TADA	26		3		23	23			23	3			23			3	
31	RH MALAM NG TADA	64	1	1		62	62			63	1		1	62			1	
32	RH NIBONG NG TADA	74	2			72	72		1	73			2	71	1			
33	RH. JEGAI SG. MAPAI	17		1		16	16		1	15	1			16			1	
34	RH UNYAT NG TADA SG KABAH	19		1		18	18			18	1			18			1	
35	RH SAUH NG AYA	20				20	20		1	19				20				
36	RH PENGHULU JUIN NG KABAH	30		2		28	28			28	2			27		1	2	
37	RH LAMBAI BUDAR NG SINKRIMBAI	45				45	45		2	43				45				
