kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	CHERATING	2488	2441	5	4	38	8	30	2441	8	5	34	2441	1			5	41
2	SUNGAI ULAR	2132	2098	7	3	24	8	16	2092	14	7	19	2099	2	1		7	23
3	BALOK MAKMUR	4235	3933	13	63	226	193	33	4064	62	13	96	3943	18	13	1	13	247
4	BALOK BARU	2090	2039	5	20	26	15	11	2045	9	5	31	2040	4	1		5	40
5	BALOK	4293	4203	29	13	48	28	20	4221	10	29	33	4206	1	1	1	29	55
6	SUNGAI KARANG	2921	2845	34	27	15	5	10	2836	14	34	37	2846	1	1		34	39
7	ALOR BATU	526	496	9	14	7	3	4	496	3	9	18	496				9	21
8	BATU HITAM	2093	2020	33	25	15	7	8	2020	7	33	33	2021	2	1		33	36
9	KAMPUNG BESERAH	3688	3492	126	52	18	6	12	3486	12	126	64	3494	2	1		126	65
10	SERI PELINDONG	3197	2678	456	51	12	4	8	2672	10	456	59	2680				456	61
11	ALOR AKAR	3322	1183	1911	198	30	13	17	1183	13	1911	215	1185	2			1911	224
12	AIR PUTIH BARU	3255	383	2527	329	16	1	15	382	2	2527	344	383				2527	345
13	AIR PUTIH	4481	514	3700	245	22	11	11	514	11	3700	256	514	6	1	1	3700	259
