kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PARIT SUNGAI BETUL	1394	1355	35	4	0			1353	2	35	4	1355				35	4
2	SUNGAI LABU	1967	1752	206	7	2	1	1	1753		206	8	1752				206	9
3	SUNGAI MEGAT ARIS	1074	834	229	9	2	2		835	1	229	9	834				229	11
4	SUNGAI KOTA	1340	1298	40		2		2	1297	1	40	2	1298				40	2
5	KEDAI EMPAT	602	595	6		1		1	594	1	6	1	595				6	1
6	SUNGAI STAR	685	683			2	2		685				683					2
7	KAMPONG PERAK	585	578	1	3	3		3	578		1	6	578				1	6
8	KAMPONG KEDAH	1241	1126	39	58	18	2	16	1127	1	39	74	1126				39	76
9	PARIT BUNTAR	2803	1717	733	335	18	7	11	1721	3	733	346	1717		1		733	352
10	SERI TENGGARA	2746	1664	763	296	23	1	22	1664	1	763	318	1664				763	319
11	JALAN KEDAH	3656	1233	1583	832	8	2	6	1231	4	1583	838	1233				1583	840
12	TAMAN KERIAN	3623	2292	727	584	20	5	15	2295	2	727	599	2293				727	603
13	TITI SERONG	2177	2041	119	8	9	5	4	2043	3	119	12	2041	1	1	1	119	14
14	TEBOK HAJI MUSA	875	864	9		2		2	862	2	9	2	864				9	2
15	PARIT TOK NGAH	1958	1933	22	2	1		1	1931	2	22	3	1933				22	3
