kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BUKIT MINYAK MK 13	246	104	125	17	0			104		125	17	104				125	17
2	LRG SENTUL 1	41	1	32	8	0			1		32	8	1				32	8
3	LRG SENTUL 4	51	20	29	2	0			20		29	2	20				29	2
4	LRG SENTUL 5	41	17	6	18	0			17		6	18	17				6	18
5	JLN SENTUL 1	26		24	2	0					24	2					24	2
6	JLN SENTUL 2	65	9	40	16	0			9		40	16	9				40	16
7	LRG SENTUL 3	31	7	8	16	0			7		8	16	7				8	16
8	LRG SENTUL 2	34	5	12	17	0			5		12	17	5				12	17
9	TMN SENTUL JAYA	649	115	403	130	1	1		115	1	403	130	115			1	403	130
10	TMN DUKU	242	21	210	9	2	2		21	2	210	9	21				210	11
11	TMN BUKIT MINYAK	712	98	441	172	1	1		98	1	441	172	98			1	441	172
12	TMN BUKIT MINYAK INDAH	356	29	278	48	1		1	29		278	49	29				278	49
13	PUSAT PERNIAGAAN JURU JAYA	28		26	2	0					26	2					26	2
14	TMN JURU	404	26	323	53	2	2		27	1	323	53	26				323	55
15	TMN SENTUL INDAH	132	8	105	19	0			8		105	19	8				105	19
