kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG TERSUSUN AMPANG BHARU	69	9	57	3	0			9		57	3	9				57	3
2	KG. SERI AMPANG (AMPANG BARU)	594	260	304	28	2	1	1	261		304	29	260				304	30
3	PERSIARAN SRI AMPANG	15	12	3		0			12		3		12				3	
4	KAWASAN POLIS	5	5			0			5				5					
5	LALUAN SRI AMPANG	27	13	14		0			13		14		13				14	
6	LALUAN SERI AMPANG 8 KG SERI AMPANG	18	15	3		0			15		3		15				3	
7	KG SERI AMPANG A, AMPANG	103	72	20	11	0			72		20	11	72				20	11
8	KAMPUNG SRI AMPANG B	113	102	7	3	1		1	102		7	4	102				7	4
9	TAMAN SERI AMPANG	772	208	523	38	3	2	1	209	1	523	39	208				523	41
10	PERS W J BARAT 29 TMN DESA INDAH	32	24	8		0			24		8		24				8	
11	TAMAN DESA INDAH	362	207	106	42	7		7	207		106	49	207				106	49
12	PSR WIRA JAYA 23	24	2	22		0			2		22		2				22	
13	TMN IPOH JAYA TIMUR 2	17	16	1		0			16		1		16				1	
801	PENGUNDI TIDAK HADIR	3		3		0					3						3	
