kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN NANDONG	58	2	52	4	0			2		52	4	2				52	4
2	JLN TEBRAU	18	2	16		0			2		16		2				16	
3	JLN NAPOH	86	3	77	6	0			3		77	6	3				77	6
4	JLN SELADANG	125	14	107	4	0			14		107	4	14				107	4
5	JLN KIJANG	33	10	13	10	0			10		13	10	10				13	10
6	JLN HARIMAU	157	6	139	9	3	1	2	7		139	11	7				139	11
7	JLN HARIMAU TARUM	147	9	130	8	0			9		130	8	9				130	8
8	JLN MUSANG	2		2		0					2						2	
9	JLN MUSANG JEBAT	142	2	140		0			2		140		2				140	
10	JLN MUSANG PULUT	155	2	146	6	1		1	1	1	146	7	2				146	7
11	JLN MUSANG BELANG	146	1	127	14	4		4	1		127	18	1				127	18
12	JLN MUSANG BULAN	70	4	63	3	0			4		63	3	4				63	3
13	JLN KUDA	182	14	166	1	1		1	14		166	2	14				166	2
14	JLN TUPAI	90	7	82	1	0			6	1	82	1	7				82	1
15	JLN SENEKA	43	3	37	3	0			3		37	3	3				37	3
16	JLN BERUANG	40		37	3	0					37	3					37	3
17	JLN BAJING	100	2	87	8	3		3	2		87	11	2				87	11
18	JLN SERIGALA	64	1	61	2	0			1		61	2	1				61	2
19	JLN KANCIL	2		2		0					2						2	
20	JLN PELANDOK	19		18	1	0					18	1					18	1
21	JLN DATO SULAIMAN	348	37	282	27	2	1	1	37	1	282	28	38				282	28
