kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG LAMIR	899	888	5		6		6	884	4	5	6	888				5	6
2	TANAH PUTIH	1189	1177	3	1	8	6	2	1181	2	3	3	1177				3	9
3	PERAMU JAYA	4230	4162	6	37	25	9	16	4169	2	6	53	4164	3			6	57
4	SERANDU	1179	1168	2		9	2	7	1169	1	2	7	1169	1			2	7
5	KUALA PAHANG	2017	1962	42	3	10	1	9	1956	7	42	12	1962	1			42	12
6	KAMPUNG MARHUM	1827	1817	1	5	4		4	1814	3	1	9	1817				1	9
7	PASIR PANJANG	1904	1341	4	3	556	91	465	1353	79	4	468	1341	1		1	4	557
8	KETAPANG	2848	2347	151	91	259	11	248	2345	13	151	339	2347	1			151	349
9	SUNGAI MIANG	2637	2031	16	15	575	561	14	2095	497	16	29	2031	7	3	1	16	579
10	BANDAR PEKAN	4305	3343	740	167	55	24	31	3316	51	740	198	3345	4	3		740	213
11	MENGKASAR	2391	2236	75	54	26	3	23	2230	9	75	77	2236	1			75	79
12	PULAU JAWA	1216	1215			1	1		1213	3			1216					
13	KELAT RENDANG	2418	2384	5	17	12	1	11	2382	3	5	28	2384				5	29
14	KAMPUNG LANGGAR	818	807	1	1	9	7	2	807	7	1	3	807				1	10
15	PAHANG TUA	573	568			5	2	3	567	3		3	568					5
16	SHAHBANDAR	1840	1827		3	10	3	7	1830			10	1827		1			12
