kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PARIT GANTONG	2214	2158	30	8	18	4	14	2159	3	30	22	2158	1	1		30	24
2	PARIT JAYOS	1707	1691			16	1	15	1688	4		15	1691		1			15
3	PARIT DAYONG	1497	1472	3	3	19	1	18	1472	1	3	21	1472				3	22
4	KAMPONG SRI PASIR	2491	2446	27	2	16	1	15	2445	2	27	17	2446				27	18
5	SRI MEDAN BARAT	1205	1196		1	8	1	7	1195	2		8	1196					9
6	PARIT WARIJO	828	743	78		7		7	741	2	78	7	743				78	7
7	PARIT KARJAN	788	762	20	1	5		5	760	2	20	6	762				20	6
8	PARIT SULONG	1394	1141	220	16	17	6	11	1146	1	220	27	1142		1		220	31
9	BANDAR PARIT SULONG	1862	1303	527	25	7	2	5	1299	6	527	30	1303				527	32
10	SENTANG BATU	1467	1408	44	7	8		8	1403	5	44	15	1408				44	15
11	PARIT OTHMAN	2020	1981	24	3	12	1	11	1978	4	24	14	1981				24	15
12	PARIT HAJI SIRAJ	1028	973	49		6		6	970	3	49	6	973				49	6
13	PARIT BETONG	477	450	22		4	1	3	451		22	3	451				22	3
14	PARIT ABDUL RAHMAN	1417	1291	118	4	4		4	1283	8	118	8	1291				118	8
15	BANDAR SRI MEDAN	1521	852	646	13	10	4	6	850	6	646	19	852	1	1	1	646	20
16	SRI MEDAN TIMOR	1220	1157	49	3	11	4	7	1160	1	49	10	1157	1	1		49	12
17	AIR PUTIH	916	603	300	1	12	7	5	610		300	6	603	1			300	12
