kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PEKAN ASAHAN	379	47	292	37	3	1	2	46	2	292	39	47	1			292	39
2	QRS POLIS ASAHAN	16	16			0			16				16					
3	LDG HO SENG SAN	18	6	5	7	0			6		5	7	6				5	7
4	KG RELAU	585	383	163	33	6	2	4	383	2	163	37	383	1			163	38
5	KOLAM AYER	6		3	3	0					3	3					3	3
6	SG DUA	293	198	66	23	6		6	198		66	29	198				66	29
7	BEREK UKK ASAHAN	6	3		3	0			3			3	3					3
8	KG BARU ASAHAN	68	6	60	2	0			6		60	2	6				60	2
9	JLN BKT PANJANG	24	13		7	4		4	13			11	13					11
10	RUM PEK LEMBAGA AIR ASAHAN	2		1	1	0					1	1					1	1
11	TMN GUNUNG LEDANG (TMN GUNUNG ASAHAN)	165	44	48	72	1		1	44		48	73	44				48	73
12	KG BARU GUNUNG EMAS	143	16	92	34	1	1		16	1	92	34	16				92	35
13	TMN. SRI ASAHAN	153	92	17	33	11	1	10	92	1	17	43	92				17	44
701	BALAI POLIS ASAHAN	5	5			0			5				5					
