kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RANAU	1368	147	52		1169	1160	9	741	566	52	9	147	3			52	1166
2	BONGON	2765	302	466	17	1980	1937	43	1338	901	466	60	308	19	4	2	466	1966
3	ONGKILAN	562	41	23	4	494	483	11	389	135	23	15	42	1			23	496
4	TARITIPAN	954	56	10		888	874	14	615	315	10	14	57	1			10	886
5	TINGKALANON	2160	78	41		2041	2035	6	804	1309	41	6	78	3		1	41	2037
6	TALANTANG	1271	20	6		1245	1228	17	147	1101	6	17	20	3			6	1242
7	ULU BENGKOKA	170				170	170		4	166								170
8	GANA	532	6			526	524	2	27	503		2	6			1		525
9	SIMPANGAN	801	36	4		761	752	9	168	620	4	9	36	1			4	760
10	MALANGKAP	556	3	2		551	551		22	532	2		3				2	551
11	MARAK PARAK	793	5	3	1	784	776	8	16	765	3	9	5				3	785
12	POPOK	1342	81	67	2	1192	1171	21	453	799	67	23	81	1			67	1193
13	TANJUNG BATU	874	34	11		829	815	14	487	362	11	14	34	4		1	11	824
14	SALIMANDUT	1706	23	28		1655	1648	7	290	1381	28	7	23	15			28	1640
15	SAMPARITA	422	2	3		417	417		25	394	3		2				3	417
16	LINGKABUNGAN	319	3			316	315	1	3	315		1	3			1		315
17	SONSOGON MAGANDAI	721	8			713	713		15	706			8					713
18	GOUTON	176	3			173	173		6	170			3					173
19	BOMBONG I	399	4			395	394	1	10	388		1	4	3				392
20	DAMAI	1158	31	11		1116	1100	16	282	849	11	16	31	2	1		11	1113
21	TAGIBANG	287	11			276	276		25	262			11	1				275
22	GOSHEN	1665	69	75	10	1511	1491	20	174	1386	75	30	69	4			75	1517
23	TIMBANG BATU	968	38	22		908	890	18	147	781	22	18	39	4		1	22	902
24	SUNSUI	406	12			394	391	3	30	373		3	12					394
25	PANGAPUYAN	512	14	1		497	496	1	25	485	1	1	14				1	497
26	MASALOG	1214	22	7		1185	1183	2	279	926	7	2	22	7		1	7	1177
