kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG BATU 6 PENJOM	219	215	4		0			215		4		215				4	
2	KG BATU 6 1/2 PENJOM	10	9	1		0			9		1		9				1	
3	KUATERS SEK KEB PENJOM	1	1			0			1				1					
4	KG SIMPANG PANGGUNG	14	13	1		0			12	1	1		13				1	
5	KG BATU 4 3/4 PENJOM	93	76	11	6	0			76		11	6	76				11	6
6	KG BATU 5 PENJOM	15	15			0			15				15					
7	KG BINJAI	178	175	1	1	1	1		175	1	1	1	175				1	2
8	KG BUKIT DANAU	1	1			0			1				1					
9	KG CEMETUNG	2	2			0			2				2					
10	KG DUSUN RENDAH	16	16			0			16				16					
11	KG GAUNG	12	12			0			12				12					
12	KG GENTING	44	41			3		3	41			3	41					3
13	KG PAGAR	223	223			0			223				223					
14	KG PAYA PERAH	37	37			0			37				37					
15	BEREK POLIS	17	12	4		1	1		13		4		12				4	1
16	KG SALANG	30	30			0			29	1			30					
17	PEKAN PENJOM	19	9	10		0			9		10		9				10	
18	TAMAN MUHIBBAH	197	167	16	13	1		1	167		16	14	167				16	14
19	KG PULAU KUCING	10	10			0			10				10					
20	KG PERUMAHAN BANJIR	83	83			0			83				83					
21	TAMAN BUKIT DAMAI JAYA	23	10	2	11	0			9	1	2	11	10				2	11
22	KG RENGGOL	4	4			0			4				4					
