kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN CENDANA	42	5	30	7	0			5		30	7	5				30	7
2	KPG BENGGALI	690	249	279	156	6	4	2	250	3	279	158	249				279	162
3	SG PUYU MK 9	557	26	478	53	0			26		478	53	26				478	53
4	LRG KETAPANG 1	16	1	12	3	0			1		12	3	1				12	3
5	LRG KETAPANG 2	39	4	13	22	0			4		13	22	4				13	22
6	LRG KETAPANG 3	61	3	29	29	0			3		29	29	3				29	29
7	JLN KETAPANG	50	3	38	9	0			3		38	9	3				38	9
8	LRG SG PUYU	61	4	49	7	1	1		5		49	7	4		1		49	7
9	TMN SELAYANG	267	5	227	35	0			5		227	35	5				227	35
10	TMN SELAYANG PERMAI	94		87	7	0					87	7					87	7
11	TMN SELAYANG INDAH	81		80	1	0					80	1					80	1
