kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TMN SRI LEDANG	350	131	172	44	3		3	131		172	47	131				172	47
2	KG BKT KECHIK	241	181	49	10	1		1	181		49	11	181				49	11
3	KG PDG LEREK	596	479	58	32	27	1	26	478	2	58	58	479				58	59
4	KG SIALANG DALAM	136	128	4		4	1	3	129		4	3	129				4	3
5	KG SIALANG	463	420	31	11	1		1	420		31	12	420				31	12
6	KG TG LABOH	148	146	1		1		1	146		1	1	146				1	1
7	KG DESA TOK DUSUN	1	1			0			1				1					
8	KG SEBERANG GAJAH	70	69	1		0			69		1		69				1	
9	TMN SRI TANGKAK	154	44	90	20	0			44		90	20	44				90	20
10	KG TENGAH SIALANG	125	120	2		3	1	2	121		2	2	120				2	3
11	SIALANG SIAH AH HENG HOUSING ESTATE	2	1		1	0			1			1	1					1
12	JLN KOTA TAMAN MAHKOTA	79	23	48	8	0			23		48	8	23				48	8
13	BT 2 JLN CHOHONG	1		1		0					1						1	
14	TMN INTAN	92	35	51	6	0			35		51	6	35				51	6
15	TMN MUTIARA	81	80	1		0			80		1		80				1	
16	JLN SIALANG TMN SIALANG	136	53	64	14	5	1	4	54		64	18	53				64	19
17	TMN MEWAH	23	1	21	1	0			1		21	1	1				21	1
18	JLN HARMONI 2 TMN SIALANG	85	35	41	9	0			35		41	9	35				41	9
19	TMN SIALANG 2	40	23	15	2	0			23		15	2	23				15	2
20	KG KEMUNING	46	46			0			46				46					
21	KG SERI MAAMOR	633	625	2	2	4		4	624	1	2	6	625				2	6
22	TMN MEGARIA	277	194	36	46	1		1	194		36	47	194				36	47
23	TAMAN MELATI	18	15		3	0			14	1		3	15					3
24	TAMAN TANGKAK VILLA	1			1	0						1						1
25	JLN MAHKOTA, TAMAN MAHKOTA 2	5	2	3		0			2		3		2				3	
26	TAMAN HARMONI, TANGKAK	3		1	2	0					1	2					1	2
