kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TMN MELOR	79	3	73	3	0			3		73	3	3				73	3
2	LDG BATU BERKARAT	30	7	3	20	0			6	1	3	20	7				3	20
3	KG AYER BANGKONG	2	2			0			2				2					
4	KG AYER PASIR	262	232	16	13	1		1	232		16	14	232				16	14
5	LDG ONG HIN TIANG	84	5	79		0			4	1	79		5				79	
6	LDG EE KONG GUAN	1		1		0					1						1	
7	LDG HOE BEE	2		2		0					2						2	
8	LDG SING LIAN HOME DIV	27		12	15	0					12	15					12	15
9	LDG KANG HO	1		1		0					1						1	
10	LDG NAM BEE	16	1		15	0			1			15	1					15
12	JLN KESANG MK MACHAP	3		3		0					3						3	
13	LDG TEO SOON YEN	3		3		0					3						3	
14	TAMAN MACHAP BESTARI	16	6	8	1	1		1	6		8	2	6				8	2
15	GARDING MACHAP	45		1	44	0					1	44					1	44
16	TAMAN AIR PASIR PERDANA	5	4	1		0			4		1		4				1	
17	TAMAN MACHAP BARU	1		1		0					1						1	
