kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN SRI SAGA	1894	528	1323	35	8		8	528		1323	43	528				1323	43
2	BROLEH SELATAN	1431	710	665	44	12	3	9	710	3	665	53	711				665	55
3	BATU ENAM	2130	555	1491	74	10	7	3	558	4	1491	77	556	3	1		1491	79
4	SRI GADING	1239	1029	172	29	9	1	8	1028	2	172	37	1030				172	37
5	BANDAR SRI GADING	1513	595	846	70	2	1	1	594	2	846	71	595				846	72
6	TANJONG SEMBRONG	238	234	4		0			234		4		234				4	
7	BANDAR PARIT RAJA UTARA	1367	941	402	10	14	3	11	942	2	402	21	942		1		402	22
8	BANDAR PARIT RAJA SELATAN	1485	707	753	14	11	3	8	707	3	753	22	708				753	24
9	PINTAS PUDING	3225	2979	210	11	25	5	20	2981	3	210	31	2980				210	35
10	PARIT JELUTONG	2597	2560	26	1	10	2	8	2553	9	26	9	2560	1			26	10
11	PINTAS RAYA	1209	1175	26	1	7	2	5	1174	3	26	6	1175			1	26	7
12	SRI GADING ESTATE	658	342	81	230	5	1	4	341	2	81	234	342				81	235
13	PARIT KAMPONG BARU	1336	1303	18	6	9	2	7	1303	2	18	13	1303				18	15
14	PARIT SRI PANDAN	412	401	9		2	1	1	400	2	9	1	401		1		9	1
15	PARIT LAPIS SEMPADAN	959	943	4	1	11	1	10	943	1	4	11	943				4	12
16	PARIT RAJA	2534	2288	219	14	13	1	12	2285	4	219	26	2288				219	27
17	PARIT SRI MENANTI	1257	1191	62	1	3	2	1	1188	5	62	2	1192				62	3
