kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PADANG BESAR	46096	39859	3897	411	1929	627	1302	39882	604	3897	1713	39887	196	88	9	3897	2019
2	KANGAR	55938	45584	8519	979	856	203	653	45512	275	8519	1632	45602	23	10	2	8519	1782
3	ARAU	48187	42186	3701	806	1494	239	1255	42118	307	3701	2061	42195	10	15		3701	2266
