kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG KATAMBALANG	54	1			53	53		3	51			1					53
2	KG LILIYUK	4	1			3	3		1	3			1					3
3	KG TILIS	104				104	104		1	103								104
4	KG PANGULOBON	20	2			18	18		2	18			2					18
5	KG BEKUKU	270	11	1		258	255	3	18	248	1	3	11				1	258
6	KG KUNGKULAR	146	1	1		144	143	1	3	141	1	1	2				1	143
7	KG ULU TOMANI	635	4			631	631		18	617			4					631
8	KG SOSOPON	39				39	39		5	34						1		38
9	KG ALUTOK	76				76	76			76								76
10	KG MELUTUT	24				24	23	1		23		1						24
11	KG TINURA	119		1		118	118		3	115	1						1	118
12	KG MAHUNSOP	66				66	66		1	65						1		65
13	KG SUMAMBU	52				52	52		1	51								52
