kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI HALA	3845	3710	100	11	24	5	19	3707	8	100	30	3712		1		100	32
2	KWENG HITAM	4651	4462	152	12	25	11	14	4460	13	152	26	4463	2			152	34
3	PANGKAL CHANGGONG	1420	1400	12	1	7	1	6	1396	5	12	7	1401				12	7
4	BANDAR LAMA	1452	1343	100	2	7	3	4	1342	4	100	6	1343				100	9
5	BANDAR BHARU	1288	1031	242	6	9	1	8	1030	2	242	14	1031				242	15
6	BUKIT TIU	1817	1810	3	1	3		3	1806	4	3	4	1810				3	4
7	ULU SAT	1439	1431	3	2	3	1	2	1431	1	3	4	1431				3	5
8	BANGGOL JUDAH	1727	1720	1	2	4	2	2	1719	3	1	4	1721				1	5
9	BAKAR	1865	1857	1	1	6	4	2	1856	5	1	3	1857	1			1	6
10	KEMUNING	2585	2566	14	1	4	3	1	2568	1	14	2	2566		2		14	3
11	CHERANG HANGUS	1014	1010	4		0			1007	3	4		1010				4	
12	KAMPUNG PEK	1731	1724	2	1	4	1	3	1724	1	2	4	1724				2	5
13	KAMPUNG BUNUT	1555	1549	5		1		1	1545	4	5	1	1549				5	1
