kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI UDANG UTARA	2291	2042	123	86	40	9	31	2048	3	123	117	2042	1	2		123	123
2	JALAN YADI	4876	4111	451	222	92	9	83	4113	7	451	305	4113		2		451	310
3	KAMPONG DELEK	1532	1498	3	6	25	2	23	1496	4	3	29	1499				3	30
4	SUNGAI SIRIH	2017	1939	4	24	50	7	43	1941	5	4	67	1939	4			4	70
5	KUALA KLANG	848	681	28	131	8	4	4	682	3	28	135	681	1			28	138
6	SRI PERANTAU	3493	2322	27	1081	63	16	47	2332	6	27	1128	2323		1	1	27	1141
7	TANJONG KLANG	385	12	341	4	28	25	3	17	20	341	7	12				341	32
8	SUNGAI LIMA	808	2	804		2	1	1	1	2	804	1	2				804	2
9	BANDAR PULAU KETAM	2476	18	2447	1	10	6	4	21	3	2447	5	19		1		2447	9
10	BAGAN TEO CHEW	1158	2	1152		4	1	3	1	2	1152	3	2	1			1152	3
11	SUNGAI UDANG SELATAN	5786	5479	126	60	121	23	98	5492	10	126	158	5482	2			126	176
12	KAMPONG DELEK KANAN	3058	2957	7	10	84	10	74	2960	7	7	84	2958				7	93
13	KAMPONG DELEK KIRI	3558	3440	10	20	88	9	79	3439	10	10	99	3441	1			10	106
14	BANDAR SULTAN SULAIMAN	3989	3119	60	538	272	210	62	3312	17	60	600	3125	12	2		60	790
15	KAMPUNG RAJA UDA TIMUR	3780	2002	1060	666	52	8	44	2005	5	1060	710	2002	3	2		1060	713
16	KAMPUNG RAJA UDA BARAT	1321	1209	56	36	20	7	13	1214	2	56	49	1210	3			56	52
