kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KANIOGAN	541	74	2		465	445	20	491	28	2	20	74				2	465
2	TETABUAN	606	46	2		558	558		590	14	2		46	2			2	556
3	KOLAPIS	1119	134	37	1	947	932	15	1020	46	37	16	134	2	1		37	945
4	KLAGAN	302	64			238	198	40	227	35		40	64					238
5	SAPI	828	39	13	2	774	758	16	117	680	13	18	39	42	1	1	13	732
6	ULU SAPI	998	101	3	2	892	809	83	539	371	3	85	101	17			3	877
7	LIDONG	793	34	9	1	749	684	65	242	476	9	66	34	19			9	731
8	NANGOH	1188	91	11	1	1085	1056	29	609	538	11	30	91	11			11	1075
9	ULU LABUK	274	3	3		268	250	18	9	244	3	18	3	5			3	263
10	ENSUAN	819	15	4		800	794	6	39	770	4	6	15	4			4	796
11	WONOD	1393	21	5		1367	1345	22	181	1185	5	22	21	21	2	1	5	1343
12	TELUPID	2075	184	33	7	1851	1736	115	446	1474	33	122	184	54	2	1	33	1801
13	TONGKUNGAN	293	3	1		289	283	6	9	277	1	6	3	1			1	288
14	SUNGAI NANGKA	794	101	6	1	686	622	64	528	195	6	65	102	21	1		6	664
15	PEKAN BELURAN	1849	210	28	14	1597	1505	92	1110	605	28	106	215	50	6		28	1550
16	MUANAD	2934	298	56	7	2572	2479	93	1611	1166	56	100	300	41	1		56	2535
