kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	WANG KELIAN	196	184	12		0			183	1	12		184				12	
2	WANG TANGGA	4	2		2	0			2			2	2					2
3	BATU 15 JLN KAKI BUKIT	125	48	77		0			47	1	77		48				77	
4	PEKAN BARU	116	7	108	1	0			7		108	1	7				108	1
5	GUA IKAN	68	1	67		0			1		67		1				67	
6	BELAKANG SEKOLAH CHINA	138		137	1	0					137	1					137	1
7	PEKAN LAMA	131	5	125	1	0			5		125	1	5				125	1
8	BEREK POLIS KAKI BUKIT	15	13	2		0			13		2		13				2	
9	PEKAN SAYOR	416	5	401	6	4	1	3	5	1	401	9	5				401	10
10	RPA KAKI BUKIT	116	14	99	3	0			13	1	99	3	14				99	3
11	KG MELAYU	10	10			0			10				10					
12	TAMAN KAKI BUKIT	27		26		1	1			1	26						26	1
701	BALAI POLIS KAKI BUKIT	33	32			1		1	32			1	32					1
