kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PEKAN BUKIT BAKRI TIMOR	2663	116	2539	3	5	4	1	115	5	2539	4	116	2			2539	6
2	PEKAN BUKIT BAKRI BARAT	4268	939	3241	79	9	8	1	940	7	3241	80	939	2	1		3241	85
3	BAKRI	185	11	166	7	1	1		12		166	7	11				166	8
4	PARIT ZAIN	2818	2226	480	43	69	61	8	2242	45	480	51	2227	15	8	4	480	84
5	AYER MANIS	214	115	53	44	2		2	113	2	53	46	115				53	46
6	BUKIT NANING	2049	2030	11	2	6	1	5	2027	4	11	7	2030		1		11	7
7	AYER HITAM	2643	2615	11	2	15	1	14	2615	1	11	16	2615				11	17
8	KAMPONG PARIT TENGAH	1729	1710	4	1	14	2	12	1707	5	4	13	1710				4	15
9	PARIT NO 5	617	606	1	1	9		9	605	1	1	10	606				1	10
10	PARIT NO 3	648	642	2	3	1		1	642		2	4	642				2	4
