kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KANGKAR KAHANG TIMOR	2326	79	2212	28	7	2	5	79	2	2212	33	79		1		2212	34
2	KANGKAR KAHANG BARAT	1778	88	1623	57	10	5	5	91	2	1623	62	89	1			1623	65
3	KAHANG	2933	1817	389	296	431	367	64	1906	278	389	360	1817	2			389	725
4	FELDA KAHANG TIMOR	2968	2920	6	11	31	28	3	2929	19	6	14	2921				6	41
5	FELDA ULU DENGAR	1711	1703	6		2		2	1702	1	6	2	1703				6	2
6	SRI LAMBAK	4477	4014	174	220	69	13	56	4025	2	174	276	4016	4	3		174	280
7	SUNGAI SAYONG	568	32	512	22	2	2		33	1	512	22	32				512	24
8	FELDA BUKIT TONGKAT	1449	1440		1	8	1	7	1441			8	1440		1			8
9	FELDA ULU BELITONG	2628	2614	1	5	8	1	7	2615		1	12	2614		1		1	12
10	FELDA ULU PENGELI	1900	1893	2	1	4	3	1	1894	2	2	2	1894				2	4
