kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN KEKWA	110	6	100	2	2	2		6	2	100	2	7				100	3
2	JLN DAMANSARA	248	84	10	153	1	1		85		10	153	84				10	154
3	JLN SEROJA	136	60	31	33	12	2	10	61	1	31	43	60				31	45
4	JLN CEMPAKA	311	186	51	21	53	1	52	186	1	51	73	186			1	51	73
5	JLN ANGGERIK	254	14	4	233	3		3	14		4	236	14				4	236
6	JLN KENANGA	77	34	1	38	4		4	33	1	1	42	34				1	42
7	RUMAH PANJANG	67	17	1	49	0			17		1	49	17				1	49
8	TMN MAS UTAMA	25	1	23	1	0			1		23	1	1				23	1
9	JLN DAHLIA	128	17	110		1		1	17		110	1	17				110	1
10	JLN JENJAROM	35	8	8	18	1	1		9		8	18	8				8	19
