kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG BARU BATU LIMA	1246	440	796	2	8	2	6	435	7	796	8	440				796	10
2	DURIAN MENTANGAU	680	666	7		7	2	5	665	3	7	5	666	1			7	6
3	KAMPUNG NYIUR	2414	2381	19	4	10	5	5	2383	3	19	9	2382	2			19	11
4	TEBING TEMBAH	1564	1487	61	2	14	2	12	1488	1	61	14	1488	1			61	14
5	KAMPUNG MASJID	944	862	75	1	6	5	1	865	2	75	2	863				75	6
6	LIMBUNG	3692	3556	80	6	50	21	29	3571	6	80	35	3558	1		1	80	52
7	CACAR	1934	1815	92	11	16	10	6	1816	9	92	17	1815	4	1	1	92	21
8	FELDA KERTIH 2	2197	2193			4	3	1	2194	2		1	2194	1				2
9	FELDA KERTIH 1	3108	3101	2	1	4	3	1	3098	6	2	2	3101		1		2	4
10	SANTUNG	705	662	36		7	4	3	665	1	36	3	664				36	5
11	FELDA KERTIH 4	2661	2652	1		8	3	5	2654	1	1	5	2653	1	1		1	5
12	CACAR BARU	3064	2873	112	11	68	20	48	2890	3	112	59	2873	8			112	71
13	FELDA KERTIH 3	2224	2221			3	1	2	2221	1		2	2221		1			2
