kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KABAJANG	813	38	4		771	770	1	789	19	4	1	38	1		1	4	769
2	GADONG	2331	64	12	1	2254	2242	12	2210	96	12	13	65	4	1	3	12	2246
3	LUPAK	1241	52	18		1171	1153	18	1114	91	18	18	52	1			18	1170
4	PADAS VALLEY	917	100	164		653	629	24	588	141	164	24	101	1		1	164	650
5	BEAUFORT SELATAN	1330	145	224	6	955	914	41	801	258	224	47	146	21		1	224	938
6	LUMADAN	1036	332	15	2	687	645	42	832	145	15	44	332	10		1	15	678
7	BUKAU	767	84	48		635	609	26	598	95	48	26	84	4			48	631
8	SUASA	651	31	2		618	608	10	636	3	2	10	31	9		1	2	608
9	PADAS DAMIT	1758	47	8		1703	1701	2	1709	39	8	2	49	16	1	3	8	1681
10	BANKALALAK	983	24	1		958	954	4	955	23	1	4	24			2	1	956
11	WESTON	1344	86	35	1	1222	1210	12	1267	29	35	13	88				35	1221
12	LUBOK	512	30			482	471	11	494	7		11	33	5		1		473
13	LINGKUNGAN	1326	132	6		1188	1143	45	1227	48	6	45	133	10		7	6	1170
