kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BEREK POLIS TERANUM	8	2	5	1	0			2		5	1	2				5	1
2	KG BAHARU TERAS	742	6	717	5	14	13	1	6	13	717	6	6			1	717	18
3	BANDAR TERAS	144	2	136	6	0			1	1	136	6	2				136	6
5	KUATERS BURUH SG BILUT	15			15	0						15						15
6	KUATERS BURUH TERANUM	21	7	5	9	0			7		5	9	7				5	9
7	TAMAN MUHIBBAH	98	60	20	17	1	1		61		20	17	61				20	17
8	PENGKALAN UKK	2	2			0			2				2					
10	KG SG CHANDAN	7				7	7		2	5								7
11	TAMAN SEROJA	96	1	92	3	0			1		92	3	1				92	3
12	RRM TRANUM	31	6	19	6	0			6		19	6	6				19	6
13	KERJA AIR SG BILUT	8	3		5	0			3			5	3					5
14	KG SUNGAI BILUT	15		1	6	8	8			8	1	6					1	14
701	BALAI POLIS TRANUM	17	16			1	1		16	1			16					1
