kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BLEMANG	823	359	463		1		1	357	2	463	1	359				463	1
2	PAYA KEPONG	346	345	1		0			343	2	1		345				1	
3	TELOK RIMBA	1201	1043	104	52	2		2	1041	2	104	54	1043				104	54
4	PEKAN BUKIT KANGKAR	2104	634	1400	66	4	2	2	633	3	1400	68	635	1			1400	68
5	BUKIT KANGKAR	604	283	304	17	0			282	1	304	17	283				304	17
6	SEROM DARAT	1576	1097	470	1	8	2	6	1096	3	470	7	1097				470	9
7	SEROM LIMA	656	631	22	1	2	1	1	632		22	2	631				22	3
8	SEROM LAPAN	1252	814	435	1	2	2		814	2	435	1	814	1	1		435	1
9	SEROM BAROH	2001	996	996	2	7	2	5	997	1	996	7	996				996	9
10	BANDAR SEROM	856	149	702	3	2	1	1	150		702	4	149				702	5
11	SUNGAI MATI	1574	876	677	11	10	2	8	874	4	677	19	877				677	20
12	KESANG TASEK	1058	732	315	2	9	3	6	734	1	315	8	733				315	10
13	BANDAR SUNGAI MATI	1414	752	613	16	33	4	29	753	3	613	45	752				613	49
14	RAWANG	1552	779	747	16	9	2	7	780	1	747	23	779		1		747	24
15	KAMPONG PANTAI LAYANG	821	617	204		0			616	1	204		617				204	
16	PARIT BUNGA	1644	1169	464	9	1		1	1169		464	10	1169				464	10
17	KESANG	1592	1287	290	3	12		12	1286	1	290	15	1287				290	15
18	PARIT PAJAR	1691	1425	251	4	10	6	4	1431		251	8	1426	2	2		251	9
19	TANJONG GADING	999	918	70	10	1		1	916	2	70	11	918				70	11
20	TANJONG AGAS UTARA	1815	1458	325	23	9	7	2	1462	3	325	25	1459		1		325	30
21	TANJONG AGAS SELATAN	2815	2706	81	19	9	4	5	2708	2	81	24	2706	1	1		81	26
