kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BATU 6 BUKIT MERAH	674	661	10	1	2	1	1	662		10	2	662				10	2
2	BUKIT MERAH	970	923	40	6	1	1		924		40	6	923				40	7
3	PONDOK TANJONG BARAT	620	420	19	164	17	3	14	420	3	19	178	421				19	180
4	KAMPONG SELAMAT	1140	1038	14	88	0			1036	2	14	88	1038				14	88
5	GUNONG SEMANGGOL	1993	1898	71	16	8	7	1	1901	4	71	17	1898	1			71	23
6	KUBU GAJAH	1375	1365	3	5	2	2		1363	4	3	5	1365				3	7
7	KAMPONG TUA	1094	1089		2	3		3	1087	2		5	1089					5
8	PADANG LALANG	1249	1245	1	1	2	2		1246	1	1	1	1245				1	3
9	RAILWAY LINE	800	797		2	1		1	793	4		3	797					3
10	PARIT HAJI TAIB	1220	1216		3	1		1	1213	3		4	1216					4
11	MESJID TINGGI	3325	3291	17	8	9	1	8	3288	4	17	16	3292				17	16
12	KOTA BANDUNG	2890	2581	158	121	30	14	16	2578	17	158	137	2582	5	2		158	143
13	BAGAN SERAI	1590	340	908	340	2		2	337	3	908	342	340				908	342
14	MAIN ROAD BAGAN SERAI	1570	545	907	112	6	2	4	546	1	907	116	545				907	118
