kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
42	JOHOR JAYA	61079	24625	28889	4609	2951	1792	1159	25713	704	28889	5768	24681	476	103	22	28889	6903
43	PERMAS	63093	33431	17091	8685	3885	2663	1222	34839	1255	17091	9907	33518	1087	110	25	17091	11261
