kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SERI MAHKOTA	6894	6071	121	90	611	566	45	6105	532	121	135	6087	220	132	3	121	330
2	JAYA GADING	3438	3147	194	12	85	16	69	3151	12	194	81	3148	2	1		194	93
3	KAMPUNG SERI DAMAI	3058	2806	148	18	86	12	74	2814	4	148	92	2806	1			148	103
4	GUDANG RASAU	1777	1597	44	14	122	111	11	1604	104	44	25	1599	1		1	44	132
5	PULAU RUSA	641	637	2		2	1	1	636	2	2	1	637				2	2
6	GANCHONG	982	981	1		0			980	1	1		981				1	
7	PULAU MANIS	367	360	1	1	5	1	4	361		1	5	360				1	6
8	LEPAR	1333	1153	28	4	148	128	20	1178	103	28	24	1153				28	152
9	PELAK	405	393		1	11	3	8	395	1		9	393					12
10	SERI MAKMUR	1277	1202	2	3	70	59	11	1224	37	2	14	1202	2			2	71
11	BELIMBING	217	210	1		6	4	2	204	10	1	2	210				1	6
